trial_order,condition,stimulus,sentence_extraction,comprehension_probe,probe_clause,response,accuracy,rt,participant_id,handedness,gender,first_language,age,other_languages,country_of_residence,rt_measure
3,other,"['The', 'CAR', 'that was', 'NEW', 'had', 'JUST', 'been', 'CLEANED', 'by', 'THE', 'old', 'LADY']",assorted,The car was new?,other,y,1,1.9852968489867635,034,right,female,English,26,NA,Australia,keypress
4,incongruent,"['THE', 'fruit', 'THAT', 'squashed', 'THE', 'cake', 'MADE A', 'mess', 'IN THE', 'bag']",subject,The cake made a mess?,main_clause,n,1,6.6925441230414435,034,right,female,English,26,NA,Australia,keypress
5,incongruent,"['THE', 'cook', 'that the', 'MAID', 'hugged', 'had', 'A', 'tear', 'on', 'HER', 'cheek']",object,The cook hugged the maid?,relative_clause,y,0,2.2553347969660535,034,right,female,English,26,NA,Australia,keypress
6,other,"['The', 'BOSS', 'was', 'HAPPY', 'to', 'SEE', 'the', 'WORK', 'that', 'THE', 'two', 'GIRLS', 'had', 'DONE']",assorted,The boss was happy?,other,y,1,1.0216314870049246,034,right,female,English,26,NA,Australia,keypress
7,congruent,"['The', 'NURSE', 'that', 'BLAMED', 'the', 'COACH', 'checked the', 'FILE', 'of the', 'GYMNAST']",subject,The coach checked the file?,main_clause,y,0,2.7557080760016106,034,right,female,English,26,NA,Australia,keypress
8,other,"['The', 'GIRL', 'on', 'THE', 'school', 'TRIP', 'saw a', 'FROG', 'and', 'LATER', 'she', 'SAW', 'a', 'MOUSE']",assorted,The girl saw a frog?,other,n,0,2.957727373985108,034,right,female,English,26,NA,Australia,keypress
9,congruent,"['The', 'PRIEST', 'that', 'PAID', 'the', 'COOK', 'signed the', 'CHECK', 'at the', 'BANK']",subject,The cook signed the check?,main_clause,n,1,3.572763069998473,034,right,female,English,26,NA,Australia,keypress
10,congruent,"['The', 'CAT', 'that the', 'dog', 'FOUGHT', 'licked', 'its', 'WOUNDS', 'in', 'the', 'CORNER']",object,The dog licked its wounds?,main_clause,y,0,1.0536959400051271,034,right,female,English,26,NA,Australia,keypress
11,incongruent,"['THE', 'chief', 'THAT', 'thanked', 'THE', 'girl', 'WAS TOO', 'late', 'FOR THE', 'bus']",subject,The chief was too late?,main_clause,y,1,6.960618322016671,034,right,female,English,26,NA,Australia,keypress
12,incongruent,"['THE', 'bug', 'THAT', 'attacked', 'THE', 'ant', 'WAS AS', 'big', 'AS A', 'coin']",subject,The ant attacked the bug?,relative_clause,y,0,6.625557053019293,034,right,female,English,26,NA,Australia,keypress
13,congruent,"['The', 'GROOM', 'that the', 'aunt', 'CHARMED', 'raised', 'a', 'TOAST', 'to', 'the', 'PARENTS']",object,The groom charmed the aunt?,relative_clause,d,0,7.560410279023927,034,right,female,English,26,NA,Australia,keypress
14,other,"['The', 'CAT', 'chased the', 'BIRD', 'but', 'IT', 'flew', 'AWAY', 'into the', 'SUNSET']",assorted,The cat caught the bird?,other,n,1,3.106092479021754,034,right,female,English,26,NA,Australia,keypress
15,other,"['The', 'PIANO', 'was well', 'PLAYED', 'by', 'THE', 'old', 'LADY', 'but', 'IT', 'was', 'NOT', 'in', 'TUNE']",assorted,The piano was badly played?,other,d,0,6.729488587996457,034,right,female,English,26,NA,Australia,keypress
16,congruent,"['The', 'DEAN', 'that', 'HEARD', 'the', 'GUARD', 'made a', 'CALL', 'about the', 'MATTER']",subject,The dean heard the guard?,relative_clause,y,1,1.9400703360443003,034,right,female,English,26,NA,Australia,keypress
17,other,"['The', 'DOG', 'that', 'BARKED', 'is very', 'BIG', 'and very', 'FRIENDLY', 'but', 'DOESN’T', 'like', 'CATS']",assorted,The dog is very fluffy?,other,n,1,1.3569399409461766,034,right,female,English,26,NA,Australia,keypress
18,congruent,"['The', 'WHALE', 'that', 'BIT', 'the', 'SHARK', 'won the', 'FIGHT', 'in the', 'END']",subject,The whale bit the shark?,relative_clause,y,1,1.0520389179582708,034,right,female,English,26,NA,Australia,keypress
19,congruent,"['The', 'BOAT', 'that the', 'yacht', 'CHASED', 'made', 'a', 'TURN', 'at', 'the', 'BOATHOUSE']",object,The boat chased the yacht?,relative_clause,y,0,1.355791173002217,034,right,female,English,26,NA,Australia,keypress
20,congruent,"['The', 'FRIEND', 'that the', 'bride', 'TEASED', 'told', 'a', 'JOKE', 'about', 'the', 'PAST']",object,The friend teased the bride?,relative_clause,n,1,6.274098560970742,034,right,female,English,26,NA,Australia,keypress
21,other,"['The', 'MAN', 'was very', 'HUNGRY', 'after the', 'MEETING', 'so', 'HAD', 'lunch', 'EARLY']",assorted,The boy was hungry?,other,y,0,1.2049250620184466,034,right,female,English,26,NA,Australia,keypress
22,other,"['The', 'HAT', 'that was', 'WORN', 'by the', 'BOY', 'with a', 'JACKET', 'was too', 'SMALL', 'for the', 'MAN']",assorted,The jacket was too small?,other,y,0,1.7190990130184218,034,right,female,English,26,NA,Australia,keypress
23,other,"['The', 'FISH', 'was', 'CAUGHT', 'by the', 'GIRL', 'on the', 'BOAT', 'on a', 'FRIDAY']",assorted,The fish was caught by the girl?,other,y,1,1.854669930995442,034,right,female,English,26,NA,Australia,keypress
24,incongruent,"['THE', 'car', 'that the', 'TRUCK', 'pulled', 'had', 'A', 'scratch', 'on', 'THE', 'door']",object,The truck pulled the car?,relative_clause,y,1,2.569268381979782,034,right,female,English,26,NA,Australia,keypress
25,incongruent,"['THE', 'clerk', 'that the', 'BOSS', 'liked', 'had', 'A', 'desk', 'by', 'THE', 'window']",object,The clerk had a desk by the window?,main_clause,d,0,4.544682412990369,034,right,female,English,26,NA,Australia,keypress
26,incongruent,"['THE', 'fox', 'that the', 'WOLF', 'chased', 'hurt', 'ITS', 'paws', 'on', 'THE', 'way']",object,The wolf hurt its paws?,main_clause,y,0,10.075037845002951,034,right,female,English,26,NA,Australia,keypress
27,congruent,"['The', 'COP', 'that', 'MET', 'the', 'SPY', 'wrote a', 'BOOK', 'about the', 'CASE']",subject,The cop met the spy?,relative_clause,y,1,1.5885723099927418,034,right,female,English,26,NA,Australia,keypress
28,incongruent,"['THE', 'maid', 'THAT', 'loved', 'THE', 'chef', 'QUIT THE', 'job', 'AT THE', 'house']",subject,The maid loved the chef?,relative_clause,y,1,2.5388966250466183,034,right,female,English,26,NA,Australia,keypress
29,incongruent,"['THE', 'guy', 'that the', 'JUDGE', 'thanked', 'left', 'THE', 'room', 'with', 'A', 'smile']",object,The guy thanked the judge?,relative_clause,n,1,6.174762576003559,034,right,female,English,26,NA,Australia,keypress
30,other,"['The', 'JOB', 'that was', 'GIVEN', 'was', 'DIFFERENT', 'to', 'WHAT', 'she', 'EXPECTED']",assorted,The job was as expected?,other,y,0,2.1225987460347824,034,right,female,English,26,NA,Australia,keypress
31,incongruent,"['THE', 'priest', 'THAT', 'thanked', 'THE', 'nun', 'LEFT THE', 'church', 'IN A', 'hurry']",subject,The priest thanked the nun?,relative_clause,y,1,1.7889102410408668,034,right,female,English,26,NA,Australia,keypress
32,congruent,"['The', 'DAD', 'that', 'KNEW', 'the', 'CHEF', 'had a', 'SON', 'with a', 'LIMP']",subject,The chef knew the dad?,relative_clause,y,0,2.5219325450016186,034,right,female,English,26,NA,Australia,keypress
33,other,"['The', 'BOY', 'who', 'HAD', 'a', 'BIRTHDAY', 'called', 'HIS', 'best', 'FRIEND', 'for a', 'CHAT']",assorted,The boy called his best friend?,other,y,1,1.8050696720019912,034,right,female,English,26,NA,Australia,keypress
34,incongruent,"['THE', 'nun', 'THAT', 'blessed', 'THE', 'monk', 'LIT A', 'candle', 'ON THE', 'table']",subject,The monk blessed the nun?,relative_clause,y,0,4.523575512983371,034,right,female,English,26,NA,Australia,keypress
35,other,"['The', 'BIKE', 'that was', 'YELLOW', 'and', 'SHINY', 'belonged', 'TO', 'the', 'BOY', 'with the', 'HAT']",assorted,The bike was shiny?,other,n,0,2.656968801980838,034,right,female,English,26,NA,Australia,keypress
36,incongruent,"['THE', 'guest', 'that the', 'HOST', 'kissed', 'brought', 'A', 'cake', 'to', 'THE', 'party']",object,The host brought a cake?,main_clause,y,0,4.023307243012823,034,right,female,English,26,NA,Australia,keypress
37,congruent,"['The', 'BOY', 'that the', 'girl', 'HELPED', 'got', 'an', 'A', 'on', 'the', 'TEST']",object,The girl helped the boy?,relative_clause,y,1,2.672811960976105,034,right,female,English,26,NA,Australia,keypress
38,incongruent,"['THE', 'crook', 'that the', 'THIEF', 'warned', 'fled', 'THE', 'town', 'the', 'NEXT', 'morning']",object,The thief warned the crook?,relative_clause,d,0,6.291261740960181,034,right,female,English,26,NA,Australia,keypress
39,incongruent,"['THE', 'count', 'THAT', 'knew', 'THE', 'queen', 'OWNED A', 'castle', 'BY THE', 'lake']",subject,The count owned a castle?,main_clause,y,1,1.321053630032111,034,right,female,English,26,NA,Australia,keypress
40,congruent,"['The', 'BOSS', 'that', 'MOCKED', 'the', 'CLERK', 'had a', 'CRUSH', 'on the', 'INTERN']",subject,The clerk mocked the boss?,relative_clause,n,1,4.473250518960413,034,right,female,English,26,NA,Australia,keypress
41,congruent,"['The', 'KID', 'that', 'FOLLOWED', 'the', 'DAD', 'had some', 'MUD', 'on his', 'SHOES']",subject,The kid had some mud on his shoes?,main_clause,y,1,5.224578164983541,034,right,female,English,26,NA,Australia,keypress
42,other,"['The', 'GIRL', 'kicked the', 'BALL', 'into the', 'WINDOW', 'but it', 'DID', 'not', 'BREAK']",assorted,The girl broke the window?,other,y,0,2.0724870780250058,034,right,female,English,26,NA,Australia,keypress
43,congruent,"['The', 'SHELF', 'that', 'BUMPED', 'the', 'PIANO', 'had some', 'DUST', 'on its', 'TOP']",subject,The shelf had some dust on its top?,main_clause,y,1,1.5280895449686795,034,right,female,English,26,NA,Australia,keypress
44,incongruent,"['THE', 'girl', 'THAT', 'pushed', 'THE', 'nerd', 'BROKE THE', 'vase', 'WITH THE', 'flowers']",subject,The girl pushed the nerd?,relative_clause,y,1,2.8390587869798765,034,right,female,English,26,NA,Australia,keypress
45,congruent,"['The', 'BLOKE', 'that the', 'mum', 'HELPED', 'gave', 'a', 'GIFT', 'to', 'say', 'THANKS']",object,The mum helped the bloke?,relative_clause,y,1,1.1208642330020666,034,right,female,English,26,NA,Australia,keypress
46,incongruent,"['THE', 'dean', 'that the', 'BOY', 'called', 'had', 'A', 'voice', 'full', 'OF', 'anger']",object,The boy called the dean?,relative_clause,y,1,2.072161566989962,034,right,female,English,26,NA,Australia,keypress
47,other,"['The', 'MAN', 'who was', 'SHORT', 'gave his', 'WIFE', 'some red', 'CANDLES', 'for her', 'BIRTHDAY']",assorted,The man was short?,other,y,1,0.8880073539912701,034,right,female,English,26,NA,Australia,keypress
48,incongruent,"['THE', 'thief', 'THAT', 'saw', 'THE', 'guard', 'HAD A', 'gun', 'IN HIS', 'holster']",subject,The guard had a gun?,main_clause,y,0,1.7387751979986206,034,right,female,English,26,NA,Australia,keypress
49,other,"['The', 'RING', 'that', 'WAS', 'sadly', 'LOST', 'was', 'FOUND', 'by the', 'FAT', 'and', 'VERY', 'happy', 'PRIEST']",assorted,The priest was sad?,other,n,1,2.3026515709934756,034,right,female,English,26,NA,Australia,keypress
50,incongruent,"['THE', 'sailor', 'THAT', 'pushed', 'THE', 'banker', 'HURT HIS', 'foot', 'IN THE', 'brawl']",subject,The sailor hurt his foot?,main_clause,y,1,3.052482553990558,034,right,female,English,26,NA,Australia,keypress
51,congruent,"['The', 'BUM', 'that the', 'cop', 'SCARED', 'crossed', 'the', 'STREET', 'at', 'the', 'LIGHT']",object,The cop crossed the street?,main_clause,y,0,3.9062738529755734,034,right,female,English,26,NA,Australia,keypress
52,other,"['The', 'WINE', 'that was', 'FANCY', 'was', 'KEPT', 'in the', 'CELLAR', 'for', 'NEARLY', 'ten', 'YEARS', 'and five', 'MONTHS']",assorted,The wine was fancy?,other,y,1,0.8377646139706485,034,right,female,English,26,NA,Australia,keypress
53,congruent,"['The', 'NIECE', 'that the', 'aunt', 'KISSED', 'sang', 'a', 'SONG', 'for', 'the', 'GUESTS']",object,The niece sang a song?,main_clause,y,1,2.9556513919960707,034,right,female,English,26,NA,Australia,keypress
54,other,"['The', 'CUP', 'was', 'MADE', 'from green', 'PLASTIC', 'and was', 'FILLED', 'with', 'JUICE']",assorted,The cup was made from plastic?,other,y,1,1.6213811260531656,034,right,female,English,26,NA,Australia,keypress
55,other,"['The', 'BOX', 'was', 'MADE', 'from', 'WOOD', 'and was', 'FULL', 'of', 'THINGS', 'that', 'SHINED']",assorted,The box was shiny?,other,n,1,1.187980865011923,034,right,female,English,26,NA,Australia,keypress
56,other,"['The', 'GIRL', 'and the', 'BOY', 'that', 'OWNED', 'the', 'HORSE', 'had', 'MUD', 'on their', 'CLOTHES']",assorted,The horse was muddy?,other,n,1,1.2211002700496465,034,right,female,English,26,NA,Australia,keypress
57,other,"['The', 'BOOK', 'that the', 'LADY', 'with a', 'TATTOO', 'had', 'WRITTEN', 'was her', 'BEST', 'book', 'YET']",assorted,The lady wrote a book?,other,y,1,1.6372459820122458,034,right,female,English,26,NA,Australia,keypress
58,other,"['The', 'DESK', 'was', 'NEW', 'but', 'DUSTY', 'and', 'COVERED', 'with old', 'BOOKS']",assorted,The desk was old?,other,n,1,3.44014308298938,034,right,female,English,26,NA,Australia,keypress
59,congruent,"['The', 'DANCER', 'that the', 'guy', 'LIKED', 'was', 'a', 'CHEF', 'in', 'the', 'CITY']",object,The guy was a chef?,main_clause,n,1,5.338418644969352,034,right,female,English,26,NA,Australia,keypress
60,incongruent,"['THE', 'king', 'THAT', 'pleased', 'THE', 'guest', 'POURED THE', 'wine', 'FROM THE', 'jug']",subject,The guest pleased the king?,relative_clause,y,0,1.454316644987557,034,right,female,English,26,NA,Australia,keypress
61,incongruent,"['THE', 'man', 'that the', 'NURSE', 'phoned', 'left', 'HIS', 'pills', 'at', 'THE', 'office']",object,The man phoned the nurse?,relative_clause,y,0,1.0216920669772662,034,right,female,English,26,NA,Australia,keypress
62,congruent,"['The', 'DESK', 'that the', 'bed', 'SCRATCHED', 'was', 'too', 'OLD', 'to', 'be', 'MOVED']",object,The desk was too old?,main_clause,y,1,2.856688111962285,034,right,female,English,26,NA,Australia,keypress
63,incongruent,"['THE', 'hat', 'that the', 'SKIRT', 'matched', 'had', 'A', 'bow', 'in', 'THE', 'back']",object,The hat had a bow?,main_clause,y,1,3.090440103027504,034,right,female,English,26,NA,Australia,keypress
64,congruent,"['The', 'THUG', 'that the', 'man', 'SAW', 'had', 'a', 'HAT', 'on', 'his', 'HEAD']",object,The man saw the thug?,relative_clause,y,1,8.810810913972091,034,right,female,English,26,NA,Australia,keypress
65,other,"['The', 'CONCERT', 'started', 'LATER', 'than', 'WHAT', 'the', 'LADY', 'told the', 'TRAVELER']",assorted,The concert started early?,other,y,0,2.905911306035705,034,right,female,English,26,NA,Australia,keypress
66,congruent,"['The', 'OWL', 'that the', 'bat', 'SCARED', 'made', 'a', 'LOOP', 'in', 'the', 'AIR']",object,The owl made a loop?,main_clause,y,1,1.4395716189756058,034,right,female,English,26,NA,Australia,keypress
67,incongruent,"['THE', 'truck', 'that the', 'CAR', 'bumped', 'had', 'A', 'man', 'at', 'THE', 'wheel']",object,The truck had a man at the wheel?,main_clause,n,0,4.3731801669928245,034,right,female,English,26,NA,Australia,keypress
68,congruent,"['The', 'TRADIE', 'that', 'THANKED', 'the', 'MAN', 'left his', 'WALLET', 'in the', 'CAR']",subject,The man thanked the tradie?,relative_clause,y,0,5.3089919299818575,034,right,female,English,26,NA,Australia,keypress
69,incongruent,"['THE', 'scout', 'that the', 'COACH', 'punched', 'had', 'A', 'fight', 'with', 'A', 'manager']",object,The coach had a fight?,main_clause,y,0,0.9041879110154696,034,right,female,English,26,NA,Australia,keypress
70,congruent,"['The', 'KNIGHT', 'that', 'HELPED', 'the', 'KING', 'sent a', 'GIFT', 'from his', 'CASTLE']",subject,The knight sent a gift?,main_clause,y,1,0.9866781699820422,034,right,female,English,26,NA,Australia,keypress
71,other,"['The', 'APPLES', 'that', 'THE', 'couple', 'BOUGHT', 'at the', 'MARKET', 'were', 'RED']",assorted,The couple bought green apples?,other,n,1,0.970268455974292,034,right,female,English,26,NA,Australia,keypress
72,other,"['The', 'COLOUR', 'of the', 'HOUSE', 'was', 'BRIGHTER', 'than the', 'MEN', 'who travelled', 'EXPECTED']",assorted,The men travelled?,other,y,1,1.0213578889961354,034,right,female,English,26,NA,Australia,keypress
73,incongruent,"['THE', 'rod', 'THAT', 'bent', 'THE', 'pipe', 'HAD A', 'hole', 'IN THE', 'middle']",subject,The pipe had a hole?,main_clause,y,0,1.4874487009947188,034,right,female,English,26,NA,Australia,keypress
1,incongruent,"['THE', 'chief', 'that the', 'GIRL', 'thanked', 'was', 'TOO', 'late', 'for', 'THE', 'bus']",object,The girl was too late?,main_clause,n,1,1.1387047300013364,035,right,female,English,26,NA,Australia,keypress
2,congruent,"['The', 'COP', 'that', 'MET', 'the', 'SPY', 'wrote a', 'BOOK', 'about the', 'CASE']",subject,The cop wrote a book?,main_clause,y,1,2.1262485570005083,035,right,female,English,26,NA,Australia,keypress
3,congruent,"['The', 'KID', 'that the', 'dad', 'FOLLOWED', 'had', 'some', 'MUD', 'on', 'his', 'SHOES']",object,The dad had some mud on his shoes?,main_clause,n,1,1.8719158730000345,035,right,female,English,26,NA,Australia,keypress
4,other,"['The', 'DESSERT', 'was', 'SERVED', 'with', 'CUSTARD', 'and', 'FRUIT', 'then', 'THERE', 'was', 'COFFEE']",assorted,The coffee was after dessert?,other,y,1,1.9417347609996796,035,right,female,English,26,NA,Australia,keypress
5,other,"['The', 'BOSS', 'was', 'HAPPY', 'to', 'SEE', 'the', 'WORK', 'that', 'THE', 'two', 'GIRLS', 'had', 'DONE']",assorted,The girls were happy?,other,n,1,1.2563919379990691,035,right,female,English,26,NA,Australia,keypress
6,congruent,"['The', 'OWL', 'that', 'SCARED', 'the', 'BAT', 'made a', 'LOOP', 'in the', 'AIR']",subject,The bat scared the owl?,relative_clause,n,1,1.9416609310010244,035,right,female,English,26,NA,Australia,keypress
7,incongruent,"['THE', 'priest', 'that the', 'NUN', 'thanked', 'left', 'THE', 'church', 'in', 'A', 'hurry']",object,The priest thanked the nun?,relative_clause,y,0,2.660125475998939,035,right,female,English,26,NA,Australia,keypress
8,congruent,"['The', 'SAILOR', 'that the', 'banker', 'PUSHED', 'hurt', 'his', 'FOOT', 'in', 'the', 'BRAWL']",object,The sailor pushed the banker?,relative_clause,n,1,1.8247213939994251,035,right,female,English,26,NA,Australia,keypress
9,incongruent,"['THE', 'guest', 'THAT', 'kissed', 'THE', 'host', 'BROUGHT A', 'cake', 'TO THE', 'party']",subject,The host brought a cake?,main_clause,n,1,2.5274231349994807,035,right,female,English,26,NA,Australia,keypress
10,other,"['The', 'BOX', 'was', 'MADE', 'from', 'WOOD', 'and was', 'FULL', 'of', 'THINGS', 'that', 'SHINED']",assorted,The box was shiny?,other,n,1,1.7920579539986647,035,right,female,English,26,NA,Australia,keypress
11,other,"['The', 'WINE', 'that was', 'FANCY', 'was', 'KEPT', 'in the', 'CELLAR', 'for', 'NEARLY', 'ten', 'YEARS', 'and five', 'MONTHS']",assorted,The wine was fancy?,other,y,1,1.9248565130001225,035,right,female,English,26,NA,Australia,keypress
12,other,"['The', 'FISH', 'was', 'CAUGHT', 'by the', 'GIRL', 'on the', 'BOAT', 'on a', 'FRIDAY']",assorted,The fish was caught by the boy?,other,n,1,1.6909132170003431,035,right,female,English,26,NA,Australia,keypress
13,other,"['The', 'GIRL', 'on', 'THE', 'school', 'TRIP', 'saw a', 'FROG', 'and', 'LATER', 'she', 'SAW', 'a', 'MOUSE']",assorted,The girl saw a frog?,other,y,1,1.1060443599999417,035,right,female,English,26,NA,Australia,keypress
14,incongruent,"['THE', 'man', 'THAT', 'phoned', 'THE', 'nurse', 'LEFT HIS', 'pills', 'AT THE', 'office']",subject,The nurse phoned the man?,relative_clause,n,1,1.2399985909996758,035,right,female,English,26,NA,Australia,keypress
15,congruent,"['The', 'FRUIT', 'that the', 'cake', 'SQUASHED', 'made', 'a', 'MESS', 'in', 'the', 'BAG']",object,The cake made a mess?,main_clause,y,0,1.641090688000986,035,right,female,English,26,NA,Australia,keypress
16,other,"['The', 'BIKE', 'that was', 'YELLOW', 'and', 'SHINY', 'belonged', 'TO', 'the', 'BOY', 'with the', 'HAT']",assorted,The bike was red?,other,n,1,1.657392240000263,035,right,female,English,26,NA,Australia,keypress
17,congruent,"['The', 'WHALE', 'that the', 'shark', 'BIT', 'won', 'the', 'FIGHT', 'in', 'the', 'END']",object,The whale won the fight?,main_clause,y,1,3.3787552600006165,035,right,female,English,26,NA,Australia,keypress
18,other,"['The', 'CUP', 'was', 'MADE', 'from green', 'PLASTIC', 'and was', 'FILLED', 'with', 'JUICE']",assorted,The cup was full of green juice?,other,n,1,1.5572745239987853,035,right,female,English,26,NA,Australia,keypress
19,other,"['The', 'GIRL', 'kicked the', 'BALL', 'into the', 'WINDOW', 'but it', 'DID', 'not', 'BREAK']",assorted,The girl broke the window?,other,n,1,1.5399235509994469,035,right,female,English,26,NA,Australia,keypress
20,congruent,"['The', 'MAID', 'that the', 'chef', 'LOVED', 'quit', 'the', 'JOB', 'at', 'the', 'HOUSE']",object,The chef loved the maid?,relative_clause,y,1,1.7240595359999134,035,right,female,English,26,NA,Australia,keypress
21,other,"['The', 'CONCERT', 'started', 'LATER', 'than', 'WHAT', 'the', 'LADY', 'told the', 'TRAVELER']",assorted,The concert started later than the travellers expected?,other,n,0,2.259410767999725,035,right,female,English,26,NA,Australia,keypress
22,congruent,"['The', 'CAT', 'that the', 'dog', 'FOUGHT', 'licked', 'its', 'WOUNDS', 'in', 'the', 'CORNER']",object,The dog fought the cat?,relative_clause,n,0,3.2927632320006524,035,right,female,English,26,NA,Australia,keypress
23,incongruent,"['THE', 'clerk', 'THAT', 'liked', 'THE', 'boss', 'HAD A', 'desk', 'BY THE', 'window']",subject,The boss had a desk by the window?,main_clause,n,1,2.0749451180017786,035,right,female,English,26,NA,Australia,keypress
24,incongruent,"['THE', 'shelf', 'THAT', 'bumped', 'THE', 'piano', 'HAD SOME', 'dust', 'ON ITS', 'top']",subject,The shelf bumped the piano?,relative_clause,y,1,1.406447527000637,035,right,female,English,26,NA,Australia,keypress
25,congruent,"['The', 'TRADIE', 'that', 'THANKED', 'the', 'MAN', 'left his', 'WALLET', 'in the', 'CAR']",subject,The tradie left his wallet?,main_clause,y,1,1.4070598220005197,035,right,female,English,26,NA,Australia,keypress
26,other,"['The', 'PIANO', 'was well', 'PLAYED', 'by', 'THE', 'old', 'LADY', 'but', 'IT', 'was', 'NOT', 'in', 'TUNE']",assorted,The piano was badly played?,other,n,1,1.657405044999905,035,right,female,English,26,NA,Australia,keypress
27,incongruent,"['THE', 'cook', 'that the', 'MAID', 'hugged', 'had', 'A', 'tear', 'on', 'HER', 'cheek']",object,The cook had a tear on her cheek?,main_clause,y,1,2.6593492310003057,035,right,female,English,26,NA,Australia,keypress
28,incongruent,"['THE', 'scout', 'that the', 'COACH', 'punched', 'had', 'A', 'fight', 'with', 'A', 'manager']",object,The coach had a fight?,main_clause,n,1,1.92458344699844,035,right,female,English,26,NA,Australia,keypress
29,other,"['The', 'CAT', 'chased the', 'BIRD', 'but', 'IT', 'flew', 'AWAY', 'into the', 'SUNSET']",assorted,The cat chased the bird?,other,y,1,1.505127905998961,035,right,female,English,26,NA,Australia,keypress
30,incongruent,"['THE', 'count', 'THAT', 'knew', 'THE', 'queen', 'OWNED A', 'castle', 'BY THE', 'lake']",subject,The count owned a castle?,main_clause,y,1,1.2730386100010946,035,right,female,English,26,NA,Australia,keypress
31,congruent,"['The', 'DEAN', 'that the', 'boy', 'CALLED', 'had', 'a', 'VOICE', 'full', 'of', 'ANGER']",object,The dean called the boy?,relative_clause,n,1,1.1728084269998362,035,right,female,English,26,NA,Australia,keypress
32,incongruent,"['THE', 'thief', 'THAT', 'saw', 'THE', 'guard', 'HAD A', 'gun', 'IN HIS', 'holster']",subject,The guard saw the thief?,relative_clause,n,1,2.6430282149995037,035,right,female,English,26,NA,Australia,keypress
33,incongruent,"['THE', 'boat', 'that the', 'YACHT', 'chased', 'made', 'A', 'turn', 'at', 'THE', 'boathouse']",object,The yacht chased the boat?,relative_clause,y,1,1.4408255920006925,035,right,female,English,26,NA,Australia,keypress
34,other,"['The', 'GIRL', 'and the', 'BOY', 'that', 'OWNED', 'the', 'HORSE', 'had', 'MUD', 'on their', 'CLOTHES']",assorted,The horse was muddy?,other,n,1,1.2729129809995356,035,right,female,English,26,NA,Australia,keypress
35,congruent,"['The', 'BLOKE', 'that', 'HELPED', 'the', 'MUM', 'gave a', 'GIFT', 'to say', 'THANKS']",subject,The mum gave a gift?,main_clause,n,1,1.3735397700002068,035,right,female,English,26,NA,Australia,keypress
36,other,"['The', 'APPLES', 'that', 'THE', 'couple', 'BOUGHT', 'at the', 'MARKET', 'were', 'RED']",assorted,The couple bought green apples?,other,n,1,1.8070083760012496,035,right,female,English,26,NA,Australia,keypress
37,congruent,"['The', 'BOY', 'that', 'HELPED', 'the', 'GIRL', 'got an', 'A', 'on the', 'TEST']",subject,The boy helped the girl?,relative_clause,y,1,1.3731558989984478,035,right,female,English,26,NA,Australia,keypress
38,congruent,"['The', 'DEAN', 'that', 'HEARD', 'the', 'GUARD', 'made a', 'CALL', 'about the', 'MATTER']",subject,The guard made a call?,main_clause,n,1,1.239405741000155,035,right,female,English,26,NA,Australia,keypress
39,incongruent,"['THE', 'dad', 'THAT', 'knew', 'THE', 'chef', 'HAD A', 'son', 'WITH A', 'limp']",subject,The dad had a son with a limp?,main_clause,y,1,1.7410840700013068,035,right,female,English,26,NA,Australia,keypress
40,congruent,"['The', 'DANCER', 'that the', 'guy', 'LIKED', 'was', 'a', 'CHEF', 'in', 'the', 'CITY']",object,The dancer was a chef?,main_clause,y,1,1.1564648620005755,035,right,female,English,26,NA,Australia,keypress
41,congruent,"['The', 'NIECE', 'that', 'KISSED', 'the', 'AUNT', 'sang a', 'SONG', 'for the', 'GUESTS']",subject,The niece sang a song?,main_clause,y,1,1.038254422001046,035,right,female,English,26,NA,Australia,keypress
42,congruent,"['The', 'ROD', 'that the', 'pipe', 'BENT', 'had', 'a', 'HOLE', 'in', 'the', 'MIDDLE']",object,The rod had a hole?,main_clause,y,1,1.473689057998854,035,right,female,English,26,NA,Australia,keypress
43,other,"['The', 'RING', 'that', 'WAS', 'sadly', 'LOST', 'was', 'FOUND', 'by the', 'FAT', 'and', 'VERY', 'happy', 'PRIEST']",assorted,The priest found the ring?,other,y,1,1.0901007019983808,035,right,female,English,26,NA,Australia,keypress
44,incongruent,"['THE', 'king', 'THAT', 'pleased', 'THE', 'guest', 'POURED THE', 'wine', 'FROM THE', 'jug']",subject,The king pleased the guest?,relative_clause,y,1,1.006281186000706,035,right,female,English,26,NA,Australia,keypress
45,other,"['The', 'MAN', 'was very', 'HUNGRY', 'after the', 'MEETING', 'so', 'HAD', 'lunch', 'EARLY']",assorted,The boy was hungry?,other,n,1,1.0385819490002175,035,right,female,English,26,NA,Australia,keypress
46,other,"['The', 'DOG', 'that', 'BARKED', 'is very', 'BIG', 'and very', 'FRIENDLY', 'but', 'DOESN’T', 'like', 'CATS']",assorted,The dog is very big?,other,y,1,1.1397145399987494,035,right,female,English,26,NA,Australia,keypress
47,incongruent,"['THE', 'nurse', 'THAT', 'blamed', 'THE', 'coach', 'CHECKED THE', 'file', 'OF THE', 'gymnast']",subject,The coach checked the file?,main_clause,n,1,1.156557328000417,035,right,female,English,26,NA,Australia,keypress
