experiment,participant_id,age,trial_order,stimulus,response
1word,841316,34.0,51,"John deceived Mary and Lucy was deceived by Mary. In this context, did Mary deceive Lucy? (Answer using just one word)",yes
1word,841316,34.0,52,"Francesco wrote to Nuria and John wrote to Irene. Mary was paid by Francesco. In this context, was Francesco paid? (Answer using just one word)",no
1word,841316,34.0,53,"Jessica and Giovanna deceived Pascual and Barbara was deceived by Pascual and Laura. In this context, did Laura deceive anyone? (Answer using just one word)",yes
1word,841316,34.0,54,"Bob kissed Donna and Barbara kissed Peter. Donna was hugged by Alice. In this context, was Alice hugged? (Answer using just one word)",no
1word,841316,34.0,55,"Bob kissed Donna and Barbara kissed Peter. Donna was hugged by Alice. In this context, was Alice hugged? (Answer using just one word)",yes
1word,841316,34.0,56,"Franck read to himself and John read to himself, Anthony and Franck. In this context, was Franck read to? (Answer using just one word)",yes
1word,841316,34.0,57,"Paul was called by Lucy and Steve and Anthony was called by Franck. In this context, did Steve call anyone? (Answer using just one word)",yes
1word,841316,34.0,58,"John and Manuel were kissed by Franck. Alice was kissed by Franck and Peter. In this context, was Franck kissed? (Answer using just one word)",no
1word,841316,34.0,59,"John deceived Mary and Lucy was deceived by Mary. In this context, did Mary deceive Lucy? (Answer using just one word)",yes
1word,841316,34.0,60,"Franck chased Paul and Paul chased Bill. Bill was called by Paul. In this context, was Paul chased? (Answer using just one word)",yes
1word,841316,34.0,61,"John loved Mary and Lucy was hugged by Mary. Mary was kissed by Lucy. In this context, was Lucy kissed? (Answer using just one word)",no
1word,841316,34.0,62,"John deceived Mary and Lucy was deceived by Mary. In this context, did Mary deceive Lucy? (Answer using just one word)",no
1word,841316,34.0,63,"Alice calls Flavia and Flavia is called by Molly. Molly is kissed by Alice. In this context, was Molly kissed? (Answer using just one word)",yes
1word,841316,34.0,64,"The door is red. In this context, is the door red? (Answer using just one word)",yes
1word,841316,34.0,65,"Mary complimented John and Bill was complimented by John. In this context, did John compliment anyone? (Answer using just one word)",yes
1word,841316,34.0,66,"Francesco wrote to Nuria and John wrote to Irene. Mary was paid by Francesco. In this context, was Francesco paid? (Answer using just one word)",no
1word,84831,51.0,1,"Francesco wrote to Nuria and John wrote to Irene. Mary was paid by Francesco. In this context, was Francesco paid? (Answer using just one word)",no
1word,84831,51.0,2,"Sarah was seen by Molly and Jack and Judith was seen by Sarah. In this context, did Jack see anyone? (Answer using just one word)",yes
1word,84831,51.0,3,"John loved Mary and Lucy was hugged by Mary. Mary was kissed by Lucy. In this context, was Lucy kissed? (Answer using just one word)",yes
1word,84831,51.0,4,"Franck read to himself and John read to himself, Anthony and Franck. In this context, was Franck read to? (Answer using just one word)",no
1word,84831,51.0,5,"Alice yelled at Flavia and Flavia yelled at Alice's sister. Alice's sister was greeted by Alice. In this context, was Alice greeted? (Answer using just one word)",no
1word,84831,51.0,6,"The door is green. In this context, is the door blue? (Answer using just one word)",no
1word,84831,51.0,7,"John deceived Mary and Lucy was deceived by Mary. In this context, did Mary deceive Lucy? (Answer using just one word)",no
1word,84831,51.0,8,"Paul was called by Lucy and Steve and Anthony was called by Franck. In this context, did Steve call anyone? (Answer using just one word)",no
1word,84831,51.0,9,"Jessica and Mary were kissed by Alice. Jessica was kissed by Samuel and Andrew was kissed by Mary. In this context, was Mary kissed? (Answer using just one word)",yes
1word,84831,51.0,10,"John loved Mary and Lucy was hugged by Mary. Mary was kissed by Lucy. In this context, was Lucy kissed? (Answer using just one word)",no
1word,84831,51.0,11,"Alice calls Flavia and Flavia is called by Molly. Molly is kissed by Alice. In this context, was Molly kissed? (Answer using just one word)",yes
1word,84831,51.0,12,"Steve hugged Molly and Donna was kissed by Molly. In this context, was Molly kissed? (Answer using just one word)",no
1word,84831,51.0,13,"Lucy chased Molly and Alice was kissed by Mary. Mary kissed Sarah. In this context, was Mary kissed? (Answer using just one word)",no
1word,84831,51.0,14,"Mary complimented John and Bill was complimented by John. In this context, did John compliment anyone? (Answer using just one word)",yes
1word,84831,51.0,15,"Francesco wrote to Nuria and John wrote to Irene. Mary was paid by Francesco. In this context, was Francesco paid? (Answer using just one word)",no
1word,84831,51.0,16,"John laughed at Matt and then laughed at Alice too. Mary was kissed by Nuria. In this context, was Nuria kissed? (Answer using just one word)",no
1word,84831,51.0,17,"The door is green. In this context, is the door blue? (Answer using just one word)",no
1word,84831,51.0,18,"Bob kissed Donna and Barbara kissed Peter. Donna was hugged by Alice. In this context, was Alice hugged? (Answer using just one word)",no
1word,84831,51.0,19,"John kissed Mary and Lucy was kissed by Mary. In this context, was John kissed by Mary? (Answer using just one word)",no
1word,84831,51.0,20,"Alice calls Flavia and Flavia is called by Molly. Molly is kissed by Alice. In this context, was Molly kissed? (Answer using just one word)",yes
1word,84831,51.0,21,"Max trained Molly and Bob and Alice was trained by Jack and Max. In this context, did Jack train anyone? (Answer using just one word)",yes
1word,84831,51.0,22,"Franck read to himself and John read to himself, Anthony and Franck. In this context, was Franck read to? (Answer using just one word)",yes
1word,84831,51.0,23,"John deceived Mary and Lucy was deceived by Mary. In this context, did Mary deceive Lucy? (Answer using just one word)",yes
1word,84831,51.0,24,"Jessica and Giovanna deceived Pascual and Barbara was deceived by Pascual and Laura. In this context, did Laura deceive anyone? (Answer using just one word)",yes
1word,84831,51.0,25,"The door is red. In this context, is the door red? (Answer using just one word)",yes
1word,84831,51.0,26,"John and Manuel were kissed by Franck. Alice was kissed by Franck and Peter. In this context, was Franck kissed? (Answer using just one word)",no
1word,84831,51.0,27,"Franck chased Paul and Paul chased Bill. Bill was called by Paul. In this context, was Paul chased? (Answer using just one word)",yes
1word,84831,51.0,28,"Jessica and Giovanna deceived Pascual and Barbara was deceived by Pascual and Laura. In this context, did Laura deceive anyone? (Answer using just one word)",yes
1word,84831,51.0,29,"Matt punched John and John punched himself too. Molly was kissed by John. In this context, was John kissed? (Answer using just one word)",no
1word,84831,51.0,30,"Matt punched John and John punched himself too. Molly was kissed by John. In this context, was John kissed? (Answer using just one word)",no
1word,84831,51.0,31,"Bob kissed Donna and Barbara kissed Peter. Donna was hugged by Alice. In this context, was Alice hugged? (Answer using just one word)",no
1word,84831,51.0,32,"Mary complimented John and Bill was complimented by John. In this context, did John compliment anyone? (Answer using just one word)",yes
1word,84831,51.0,33,"The door is green. In this context, is the door blue? (Answer using just one word)",no
1word,84831,51.0,34,"Alice calls Flavia and Flavia is called by Molly. Molly is kissed by Alice. In this context, was Molly kissed? (Answer using just one word)",yes
1word,84831,51.0,35,"John and Manuel were kissed by Franck. Alice was kissed by Franck and Peter. In this context, was Franck kissed? (Answer using just one word)",no
1word,84831,51.0,36,"The door is red. In this context, is the door red? (Answer using just one word)",yes
1word,84831,51.0,37,"Max trained Molly and Bob and Alice was trained by Jack and Max. In this context, did Jack train anyone? (Answer using just one word)",yes
1word,84831,51.0,38,"Francesco wrote to Nuria and John wrote to Irene. Mary was paid by Francesco. In this context, was Francesco paid? (Answer using just one word)",no
1word,84831,51.0,39,"Sarah was seen by Molly and Jack and Judith was seen by Sarah. In this context, did Jack see anyone? (Answer using just one word)",no
1word,84831,51.0,40,"Max trained Molly and Bob and Alice was trained by Jack and Max. In this context, did Jack train anyone? (Answer using just one word)",yes
1word,84831,51.0,41,"Alice yelled at Flavia and Flavia yelled at Alice's sister. Alice's sister was greeted by Alice. In this context, was Alice greeted? (Answer using just one word)",yes
1word,84831,51.0,42,"Franck chased Paul and Paul chased Bill. Bill was called by Paul. In this context, was Paul chased? (Answer using just one word)",yes
1word,84831,51.0,43,"Matt punched John and John punched himself too. Molly was kissed by John. In this context, was John kissed? (Answer using just one word)",no
1word,84831,51.0,44,"John kissed Mary and Lucy was kissed by Mary. In this context, was John kissed by Mary? (Answer using just one word)",no
1word,84831,51.0,45,"Alice yelled at Flavia and Flavia yelled at Alice's sister. Alice's sister was greeted by Alice. In this context, was Alice greeted? (Answer using just one word)",no
1word,84831,51.0,46,"Jessica and Mary were kissed by Alice. Jessica was kissed by Samuel and Andrew was kissed by Mary. In this context, was Mary kissed? (Answer using just one word)",yes
1word,84831,51.0,47,"John laughed at Matt and then laughed at Alice too. Mary was kissed by Nuria. In this context, was Nuria kissed? (Answer using just one word)",no
1word,84831,51.0,48,"Sarah was seen by Molly and Jack and Judith was seen by Sarah. In this context, did Jack see anyone? (Answer using just one word)",yes
1word,84831,51.0,49,"John deceived Mary and Lucy was deceived by Mary. In this context, did Mary deceive Lucy? (Answer using just one word)",yes
1word,84831,51.0,50,"Steve hugged Molly and Donna was kissed by Molly. In this context, was Molly kissed? (Answer using just one word)",no
1word,84831,51.0,51,"Franck read to himself and John read to himself, Anthony and Franck. In this context, was Franck read to? (Answer using just one word)",yes
1word,84831,51.0,52,"Paul was called by Lucy and Steve and Anthony was called by Franck. In this context, did Steve call anyone? (Answer using just one word)",yes
1word,84831,51.0,53,"Bob kissed Donna and Barbara kissed Peter. Donna was hugged by Alice. In this context, was Alice hugged? (Answer using just one word)",no
1word,84831,51.0,54,"John laughed at Matt and then laughed at Alice too. Mary was kissed by Nuria. In this context, was Nuria kissed? (Answer using just one word)",no
1word,84831,51.0,55,"John kissed Mary and Lucy was kissed by Mary. In this context, was John kissed by Mary? (Answer using just one word)",no
1word,84831,51.0,56,"John and Manuel were kissed by Franck. Alice was kissed by Franck and Peter. In this context, was Franck kissed? (Answer using just one word)",yes
1word,84831,51.0,57,"Steve hugged Molly and Donna was kissed by Molly. In this context, was Molly kissed? (Answer using just one word)",no
1word,84831,51.0,58,"Jessica and Giovanna deceived Pascual and Barbara was deceived by Pascual and Laura. In this context, did Laura deceive anyone? (Answer using just one word)",yes
1word,84831,51.0,59,"Mary complimented John and Bill was complimented by John. In this context, did John compliment anyone? (Answer using just one word)",yes
1word,84831,51.0,60,"The door is red. In this context, is the door red? (Answer using just one word)",yes
1word,84831,51.0,61,"Paul was called by Lucy and Steve and Anthony was called by Franck. In this context, did Steve call anyone? (Answer using just one word)",yes
1word,84831,51.0,62,"Franck chased Paul and Paul chased Bill. Bill was called by Paul. In this context, was Paul chased? (Answer using just one word)",yes
1word,84831,51.0,63,"Lucy chased Molly and Alice was kissed by Mary. Mary kissed Sarah. In this context, was Mary kissed? (Answer using just one word)",no
1word,84831,51.0,64,"John loved Mary and Lucy was hugged by Mary. Mary was kissed by Lucy. In this context, was Lucy kissed? (Answer using just one word)",no
1word,84831,51.0,65,"Lucy chased Molly and Alice was kissed by Mary. Mary kissed Sarah. In this context, was Mary kissed? (Answer using just one word)",no
1word,84831,51.0,66,"Jessica and Mary were kissed by Alice. Jessica was kissed by Samuel and Andrew was kissed by Mary. In this context, was Mary kissed? (Answer using just one word)",yes
1word,851313,53.0,1,"John saw Lucy and Alice was seen by Lucy. Alice saw John. In this context, did Lucy see anyone? (Answer using just one word)",no
1word,851313,53.0,2,"John and Samantha called Mary and Luis was called by Lucy and Mary. In this context, was Lucy called by anyone? (Answer using just one word)",no
1word,851313,53.0,3,"Bill and Alice helped Mary and Mary was helped by Luis and Samuel. In this context, was Samuel helped? (Answer using just one word)",no
1word,851313,53.0,4,"Paul was helped by Mary and Steve and Anthony was helped by Franck. In this context, did Steve help anyone? (Answer using just one word)",yes
1word,851313,53.0,5,"Max trained Molly and Bob and Alice was trained by Jack and Max. In this context, was Jack trained? (Answer using just one word)",no
1word,851313,53.0,6,"Elena scolded Molly and Sarah was scolded by Molly. In this context, did Molly scold anyone? (Answer using just one word)",yes
1word,851313,53.0,7,"Max trained Molly and Bob and Alice was trained by Jack and Max. In this context, was Jack trained? (Answer using just one word)",no
1word,851313,53.0,8,"Molly saw Mary hugging John and Molly was hugged by Mary. In this context, did Molly hug John? (Answer using just one word)",no
1word,851313,53.0,9,"The door is red. In this context, is the door red? (Answer using just one word)",yes
1word,851313,53.0,10,"Andrew and Molly were laughed at by Lucy. Smith was laughed at by Samuel and Andrew was laughed at by Molly. In this context, was Andrew laughed at? (Answer using just one word)",yes
1word,851313,53.0,11,"Luis leaves Roy and Laura is left by Roy. Roy is kissed by Laura. In this context, was Laura kissed? (Answer using just one word)",no
1word,851313,53.0,12,"Bill directed John and Bob was directed by John. John was directed by Bill. In this context, did John direct anyone? (Answer using just one word)",yes
1word,851313,53.0,13,"Jessica and Mary were cared for by Alice. Jessica was cared for by Samuel and Andrew was cared for by Mary. In this context, was Mary cared for? (Answer using just one word)",yes
1word,851313,53.0,14,"Mary was kissed by Molly and Franck. In this context, was Molly kissed? (Answer using just one word)",no
1word,851313,53.0,15,"John saw Lucy and Alice was seen by Lucy. Lucy saw John. In this context, was Lucy seen? (Answer using just one word)",yes
1word,851313,53.0,16,"Walter emailed Kora and Lucy was emailed by Kora. Kora was emailed by Lucy. In this context, did Kora email anyone? (Answer using just one word)",yes
1word,851313,53.0,17,"Andrew and Molly were laughed at by Lucy. Smith was laughed at by Samuel and Andrew was laughed at by Molly. In this context, was Andrew laughed at? (Answer using just one word)",yes
1word,851313,53.0,18,"Elena scolded Molly and Sarah was scolded by Molly. In this context, did Molly scold anyone? (Answer using just one word)",yes
1word,851313,53.0,19,"Cleo kissed Alice and Alice was kissed by Mary. Cleo and Alice were kissed by Mary. In this context, was Mary kissed? (Answer using just one word)",no
1word,851313,53.0,20,"Walter emailed Kora and Lucy was emailed by Kora. Kora was emailed by Lucy. In this context, did Kora email anyone? (Answer using just one word)",yes
1word,851313,53.0,21,"Walter emailed Kora and Lucy was emailed by Kora. Kora was emailed by Lucy. In this context, did Kora email anyone? (Answer using just one word)",yes
1word,851313,53.0,22,"John and Samantha called Mary and Luis was called by Lucy and Mary. In this context, was Lucy called by anyone? (Answer using just one word)",no
1word,851313,53.0,23,"Jessica and Mary were cared for by Alice. Jessica was cared for by Samuel and Andrew was cared for by Mary. In this context, was Mary cared for? (Answer using just one word)",yes
1word,851313,53.0,24,"John saw Lucy and Alice was seen by Lucy. Lucy saw John. In this context, was Lucy seen? (Answer using just one word)",yes
1word,851313,53.0,25,"Anne was hugged by Emilio and Jack and Walter was hugged by Franck. In this context, did Emilio hug anyone? (Answer using just one word)",yes
1word,851313,53.0,26,"The door is red. In this context, is the door red? (Answer using just one word)",yes
1word,851313,53.0,27,"The door is red. In this context, is the door red? (Answer using just one word)",yes
1word,851313,53.0,28,"Molly saw Mary hugging John and Molly was hugged by Mary. In this context, did Molly hug John? (Answer using just one word)",no
1word,851313,53.0,29,"John and Samantha called Mary and Luis was called by Lucy and Mary. In this context, was Lucy called by anyone? (Answer using just one word)",no
1word,851313,53.0,30,"Jessica and Mary were cared for by Alice. Jessica was cared for by Samuel and Andrew was cared for by Mary. In this context, was Mary cared for? (Answer using just one word)",yes
1word,851313,53.0,31,"Luis leaves Roy and Laura is left by Roy. Roy is kissed by Laura. In this context, was Laura kissed? (Answer using just one word)",no
1word,851313,53.0,32,"Paul was helped by Mary and Steve and Anthony was helped by Franck. In this context, did Steve help anyone? (Answer using just one word)",yes
1word,851313,53.0,33,"Flavia and Jack avoided Mary and Franck was avoided by Lucy and Flavia. In this context, did Franck avoid anyone? (Answer using just one word)",no
1word,851313,53.0,34,"Elena scolded Molly and Sarah was scolded by Molly. In this context, did Molly scold anyone? (Answer using just one word)",yes
1word,851313,53.0,35,"Max trained Molly and Bob and Alice was trained by Jack and Max. In this context, was Jack trained? (Answer using just one word)",yes
1word,851313,53.0,36,"Cleo kissed Alice and Alice was kissed by Mary. Cleo and Alice were kissed by Mary. In this context, was Mary kissed? (Answer using just one word)",no
1word,851313,53.0,37,"The door is green. In this context, is the door blue? (Answer using just one word)",no
1word,851313,53.0,38,"Anne was hugged by Emilio and Jack and Walter was hugged by Franck. In this context, did Emilio hug anyone? (Answer using just one word)",no
1word,851313,53.0,39,"Flavia and Jack avoided Mary and Franck was avoided by Lucy and Flavia. In this context, did Franck avoid anyone? (Answer using just one word)",yes
1word,851313,53.0,40,"John discussed with Ricky and Ricky called Bill. Bill was called by John. In this context, did Bill call Ricky? (Answer using just one word)",no
1word,851313,53.0,41,"Flavia and Jack avoided Mary and Franck was avoided by Lucy and Flavia. In this context, did Franck avoid anyone? (Answer using just one word)",no
1word,851313,53.0,42,"Mary was kissed by Molly and Franck. In this context, was Molly kissed? (Answer using just one word)",no
1word,851313,53.0,43,"Anne was hugged by Emilio and Jack and Walter was hugged by Franck. In this context, did Emilio hug anyone? (Answer using just one word)",yes
1word,851313,53.0,44,"Paul was helped by Mary and Steve and Anthony was helped by Franck. In this context, did Steve help anyone? (Answer using just one word)",no
1word,851313,53.0,45,"Jessica and Mary were cooked for by Alice. Jessica was cooked for by Samuel and Andrew was cooked for by Mary. In this context, was Mary cooked for? (Answer using just one word)",yes
1word,851313,53.0,46,"John saw Lucy and Alice was seen by Lucy. Lucy saw John. In this context, was Lucy seen? (Answer using just one word)",yes
1word,851313,53.0,47,"Luis leaves Roy and Laura is left by Roy. Roy is kissed by Laura. In this context, was Laura kissed? (Answer using just one word)",no
1word,851313,53.0,48,"John saw Lucy and Alice was seen by Lucy. Alice saw John. In this context, did Lucy see anyone? (Answer using just one word)",yes
1word,851313,53.0,49,"John discussed with Ricky and Ricky called Bill. Bill was called by John. In this context, did Bill call Ricky? (Answer using just one word)",no
1word,851313,53.0,50,"Mary was kissed by Molly and Franck. In this context, was Molly kissed? (Answer using just one word)",no
1word,851313,53.0,51,"Jessica and Mary were cooked for by Alice. Jessica was cooked for by Samuel and Andrew was cooked for by Mary. In this context, was Mary cooked for? (Answer using just one word)",yes
1word,851313,53.0,52,"Cleo kissed Alice and Alice was kissed by Mary. Cleo and Alice were kissed by Mary. In this context, was Mary kissed? (Answer using just one word)",no
1word,851313,53.0,53,"Pascual and John chased Luis and Luis was chased by Francesco and Bill. In this context, was Pascual chased? (Answer using just one word)",no
1word,851313,53.0,54,"Bill and Alice helped Mary and Mary was helped by Luis and Samuel. In this context, was Samuel helped? (Answer using just one word)",no
1word,851313,53.0,55,"Pascual and John chased Luis and Luis was chased by Francesco and Bill. In this context, was Pascual chased? (Answer using just one word)",no
1word,851313,53.0,56,"Bill directed John and Bob was directed by John. John was directed by Bill. In this context, did John direct anyone? (Answer using just one word)",yes
1word,851313,53.0,57,"Andrew and Molly were laughed at by Lucy. Smith was laughed at by Samuel and Andrew was laughed at by Molly. In this context, was Andrew laughed at? (Answer using just one word)",yes
1word,851313,53.0,58,"John saw Lucy and Alice was seen by Lucy. Alice saw John. In this context, did Lucy see anyone? (Answer using just one word)",yes
1word,851313,53.0,59,"Molly saw Mary hugging John and Molly was hugged by Mary. In this context, did Molly hug John? (Answer using just one word)",no
1word,851313,53.0,60,"Bill and Alice helped Mary and Mary was helped by Luis and Samuel. In this context, was Samuel helped? (Answer using just one word)",no
1word,851313,53.0,61,"Jessica and Mary were cooked for by Alice. Jessica was cooked for by Samuel and Andrew was cooked for by Mary. In this context, was Mary cooked for? (Answer using just one word)",yes
1word,851313,53.0,62,"Pascual and John chased Luis and Luis was chased by Francesco and Bill. In this context, was Pascual chased? (Answer using just one word)",no
1word,851313,53.0,63,"Bill directed John and Bob was directed by John. John was directed by Bill. In this context, did John direct anyone? (Answer using just one word)",yes
1word,851313,53.0,64,"The door is green. In this context, is the door blue? (Answer using just one word)",no
1word,851313,53.0,65,"John discussed with Ricky and Ricky called Bill. Bill was called by John. In this context, did Bill call Ricky? (Answer using just one word)",no
1word,851313,53.0,66,"The door is green. In this context, is the door blue? (Answer using just one word)",no
1word,852947,66.0,1,"John and Manuel were kissed by Franck. Alice was kissed by Franck and Peter. In this context, was Franck kissed? (Answer using just one word)",no
1word,852947,66.0,2,"Francesco wrote to Nuria and John wrote to Irene. Mary was paid by Francesco. In this context, was Francesco paid? (Answer using just one word)",no
1word,852947,66.0,3,"The door is red. In this context, is the door red? (Answer using just one word)",yes
1word,852947,66.0,4,"The door is red. In this context, is the door red? (Answer using just one word)",yes
1word,852947,66.0,5,"Lucy chased Molly and Alice was kissed by Mary. Mary kissed Sarah. In this context, was Mary kissed? (Answer using just one word)",no
1word,852947,66.0,6,"John and Manuel were kissed by Franck. Alice was kissed by Franck and Peter. In this context, was Franck kissed? (Answer using just one word)",no
1word,852947,66.0,7,"Alice calls Flavia and Flavia is called by Molly. Molly is kissed by Alice. In this context, was Molly kissed? (Answer using just one word)",yes
1word,852947,66.0,8,"Matt punched John and John punched himself too. Molly was kissed by John. In this context, was John kissed? (Answer using just one word)",no
1word,852947,66.0,9,"The door is red. In this context, is the door red? (Answer using just one word)",yes
1word,852947,66.0,10,"Sarah was seen by Molly and Jack and Judith was seen by Sarah. In this context, did Jack see anyone? (Answer using just one word)",yes
1word,852947,66.0,11,"John kissed Mary and Lucy was kissed by Mary. In this context, was John kissed by Mary? (Answer using just one word)",no
1word,852947,66.0,12,"Francesco wrote to Nuria and John wrote to Irene. Mary was paid by Francesco. In this context, was Francesco paid? (Answer using just one word)",no
1word,852947,66.0,13,"Jessica and Giovanna deceived Pascual and Barbara was deceived by Pascual and Laura. In this context, did Laura deceive anyone? (Answer using just one word)",yes
1word,852947,66.0,14,"John deceived Mary and Lucy was deceived by Mary. In this context, did Mary deceive Lucy? (Answer using just one word)",yes
1word,852947,66.0,15,"Franck read to himself and John read to himself, Anthony and Franck. In this context, was Franck read to? (Answer using just one word)",yes
1word,852947,66.0,16,"Mary complimented John and Bill was complimented by John. In this context, did John compliment anyone? (Answer using just one word)",yes
1word,852947,66.0,17,"Sarah was seen by Molly and Jack and Judith was seen by Sarah. In this context, did Jack see anyone? (Answer using just one word)",yes
1word,852947,66.0,18,"Lucy chased Molly and Alice was kissed by Mary. Mary kissed Sarah. In this context, was Mary kissed? (Answer using just one word)",no
1word,852947,66.0,19,"Max trained Molly and Bob and Alice was trained by Jack and Max. In this context, did Jack train anyone? (Answer using just one word)",yes
1word,852947,66.0,20,"Steve hugged Molly and Donna was kissed by Molly. In this context, was Molly kissed? (Answer using just one word)",no
1word,852947,66.0,21,"Franck chased Paul and Paul chased Bill. Bill was called by Paul. In this context, was Paul chased? (Answer using just one word)",yes
1word,852947,66.0,22,"Bob kissed Donna and Barbara kissed Peter. Donna was hugged by Alice. In this context, was Alice hugged? (Answer using just one word)",no
1word,852947,66.0,23,"Alice calls Flavia and Flavia is called by Molly. Molly is kissed by Alice. In this context, was Molly kissed? (Answer using just one word)",yes
1word,852947,66.0,24,"Steve hugged Molly and Donna was kissed by Molly. In this context, was Molly kissed? (Answer using just one word)",no
1word,852947,66.0,25,"Jessica and Giovanna deceived Pascual and Barbara was deceived by Pascual and Laura. In this context, did Laura deceive anyone? (Answer using just one word)",yes
1word,852947,66.0,26,"Paul was called by Lucy and Steve and Anthony was called by Franck. In this context, did Steve call anyone? (Answer using just one word)",yes
1word,852947,66.0,27,"Jessica and Mary were kissed by Alice. Jessica was kissed by Samuel and Andrew was kissed by Mary. In this context, was Mary kissed? (Answer using just one word)",yes
1word,852947,66.0,28,"The door is green. In this context, is the door blue? (Answer using just one word)",no
1word,852947,66.0,29,"Lucy chased Molly and Alice was kissed by Mary. Mary kissed Sarah. In this context, was Mary kissed? (Answer using just one word)",no
1word,852947,66.0,30,"John and Manuel were kissed by Franck. Alice was kissed by Franck and Peter. In this context, was Franck kissed? (Answer using just one word)",no
1word,852947,66.0,31,"Franck read to himself and John read to himself, Anthony and Franck. In this context, was Franck read to? (Answer using just one word)",yes
1word,852947,66.0,32,"Max trained Molly and Bob and Alice was trained by Jack and Max. In this context, did Jack train anyone? (Answer using just one word)",yes
1word,852947,66.0,33,"John laughed at Matt and then laughed at Alice too. Mary was kissed by Nuria. In this context, was Nuria kissed? (Answer using just one word)",no
1word,852947,66.0,34,"John kissed Mary and Lucy was kissed by Mary. In this context, was John kissed by Mary? (Answer using just one word)",no
1word,852947,66.0,35,"John laughed at Matt and then laughed at Alice too. Mary was kissed by Nuria. In this context, was Nuria kissed? (Answer using just one word)",no
1word,852947,66.0,36,"Alice yelled at Flavia and Flavia yelled at Alice's sister. Alice's sister was greeted by Alice. In this context, was Alice greeted? (Answer using just one word)",no
1word,852947,66.0,37,"Sarah was seen by Molly and Jack and Judith was seen by Sarah. In this context, did Jack see anyone? (Answer using just one word)",yes
1word,852947,66.0,38,"Jessica and Mary were kissed by Alice. Jessica was kissed by Samuel and Andrew was kissed by Mary. In this context, was Mary kissed? (Answer using just one word)",yes
1word,852947,66.0,39,"Franck chased Paul and Paul chased Bill. Bill was called by Paul. In this context, was Paul chased? (Answer using just one word)",yes
1word,852947,66.0,40,"Franck read to himself and John read to himself, Anthony and Franck. In this context, was Franck read to? (Answer using just one word)",yes
1word,852947,66.0,41,"Jessica and Mary were kissed by Alice. Jessica was kissed by Samuel and Andrew was kissed by Mary. In this context, was Mary kissed? (Answer using just one word)",yes
1word,852947,66.0,42,"Matt punched John and John punched himself too. Molly was kissed by John. In this context, was John kissed? (Answer using just one word)",no
1word,852947,66.0,43,"Franck chased Paul and Paul chased Bill. Bill was called by Paul. In this context, was Paul chased? (Answer using just one word)",yes
1word,852947,66.0,44,"Paul was called by Lucy and Steve and Anthony was called by Franck. In this context, did Steve call anyone? (Answer using just one word)",yes
1word,852947,66.0,45,"Alice yelled at Flavia and Flavia yelled at Alice's sister. Alice's sister was greeted by Alice. In this context, was Alice greeted? (Answer using just one word)",no
1word,852947,66.0,46,"John loved Mary and Lucy was hugged by Mary. Mary was kissed by Lucy. In this context, was Lucy kissed? (Answer using just one word)",no
1word,852947,66.0,47,"Alice calls Flavia and Flavia is called by Molly. Molly is kissed by Alice. In this context, was Molly kissed? (Answer using just one word)",yes
1word,852947,66.0,48,"Mary complimented John and Bill was complimented by John. In this context, did John compliment anyone? (Answer using just one word)",yes
1word,852947,66.0,49,"John kissed Mary and Lucy was kissed by Mary. In this context, was John kissed by Mary? (Answer using just one word)",no
1word,852947,66.0,50,"John loved Mary and Lucy was hugged by Mary. Mary was kissed by Lucy. In this context, was Lucy kissed? (Answer using just one word)",no
1word,852947,66.0,51,"John laughed at Matt and then laughed at Alice too. Mary was kissed by Nuria. In this context, was Nuria kissed? (Answer using just one word)",no
1word,852947,66.0,52,"John deceived Mary and Lucy was deceived by Mary. In this context, did Mary deceive Lucy? (Answer using just one word)",yes
1word,852947,66.0,53,"Jessica and Giovanna deceived Pascual and Barbara was deceived by Pascual and Laura. In this context, did Laura deceive anyone? (Answer using just one word)",yes
1word,852947,66.0,54,"The door is green. In this context, is the door blue? (Answer using just one word)",no
1word,852947,66.0,55,"John deceived Mary and Lucy was deceived by Mary. In this context, did Mary deceive Lucy? (Answer using just one word)",yes
1word,852947,66.0,56,"Bob kissed Donna and Barbara kissed Peter. Donna was hugged by Alice. In this context, was Alice hugged? (Answer using just one word)",no
1word,852947,66.0,57,"Bob kissed Donna and Barbara kissed Peter. Donna was hugged by Alice. In this context, was Alice hugged? (Answer using just one word)",no
1word,852947,66.0,58,"John loved Mary and Lucy was hugged by Mary. Mary was kissed by Lucy. In this context, was Lucy kissed? (Answer using just one word)",no
1word,852947,66.0,59,"The door is green. In this context, is the door blue? (Answer using just one word)",no
1word,852947,66.0,60,"Steve hugged Molly and Donna was kissed by Molly. In this context, was Molly kissed? (Answer using just one word)",no
1word,852947,66.0,61,"Francesco wrote to Nuria and John wrote to Irene. Mary was paid by Francesco. In this context, was Francesco paid? (Answer using just one word)",no
1word,852947,66.0,62,"Max trained Molly and Bob and Alice was trained by Jack and Max. In this context, did Jack train anyone? (Answer using just one word)",yes
1word,852947,66.0,63,"Mary complimented John and Bill was complimented by John. In this context, did John compliment anyone? (Answer using just one word)",yes
1word,852947,66.0,64,"Paul was called by Lucy and Steve and Anthony was called by Franck. In this context, did Steve call anyone? (Answer using just one word)",yes
1word,852947,66.0,65,"Matt punched John and John punched himself too. Molly was kissed by John. In this context, was John kissed? (Answer using just one word)",no
